[NX Daemon Server] - 2024-10-08T03:04:20.297Z - Started listening on: /var/folders/kt/hq5p3tp50zq8337qzf1_8w_m0000gn/T/2e387e4bf9520597c0b6/d.sock
[NX Daemon Server] - 2024-10-08T03:04:20.300Z - [WATCHER]: Subscribed to changes within: /Users/kb/Desktop/project/subject (native)
[NX Daemon Server] - 2024-10-08T03:55:35.998Z - Time taken for 'total for creating and serializing project graph' 0.2592090000398457ms
[NX Daemon Server] - 2024-10-08T03:56:14.229Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:56:14.230Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 38234.
[NX Daemon Server] - 2024-10-08T03:56:14.525Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:56:14.525Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:56:14.526Z - Time taken for 'total for creating and serializing project graph' 0.23491599969565868ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:56:30.022Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:56:30.022Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:56:30.022Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 15497.
[NX Daemon Server] - 2024-10-08T03:56:30.022Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:56:34.156Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:56:34.156Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 75424.
[NX Daemon Server] - 2024-10-08T03:56:34.764Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:56:34.764Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:56:34.766Z - Time taken for 'total for creating and serializing project graph' 0.28470900002866983ms
[NX Daemon Server] - 2024-10-08T03:56:56.585Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:56:56.893Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T03:56:56.896Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T03:56:57.229Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:56:57.230Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:56:57.231Z - Time taken for 'total for creating and serializing project graph' 0.8208340001292527ms
[NX Daemon Server] - 2024-10-08T03:57:36.834Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:57:36.835Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 39605.
[NX Daemon Server] - 2024-10-08T03:57:37.162Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:57:37.162Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:57:37.163Z - Time taken for 'total for creating and serializing project graph' 0.27045900002121925ms
[NX Daemon Server] - 2024-10-08T03:57:51.413Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:57:51.413Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 76649.
[NX Daemon Server] - 2024-10-08T03:57:52.097Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:57:52.098Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:57:52.100Z - Time taken for 'total for creating and serializing project graph' 0.6820829999633133ms
[NX Daemon Server] - 2024-10-08T03:58:16.863Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:58:16.863Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 39701.
[NX Daemon Server] - 2024-10-08T03:58:17.168Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:58:17.169Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:58:17.170Z - Time taken for 'total for creating and serializing project graph' 0.2560840002261102ms
[NX Daemon Server] - 2024-10-08T03:58:57.228Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:58:57.228Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 40059.
[NX Daemon Server] - 2024-10-08T03:58:57.586Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:58:57.586Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:58:57.587Z - Time taken for 'total for creating and serializing project graph' 0.5829580002464354ms
[NX Daemon Server] - 2024-10-08T03:59:12.554Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:59:12.555Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 80457.
[NX Daemon Server] - 2024-10-08T03:59:13.230Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:59:13.231Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:59:13.232Z - Time taken for 'total for creating and serializing project graph' 0.7294589998200536ms
[NX Daemon Server] - 2024-10-08T03:59:36.449Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:59:36.449Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 38863.
[NX Daemon Server] - 2024-10-08T03:59:36.787Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:59:36.787Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:59:36.788Z - Time taken for 'total for creating and serializing project graph' 0.23520899983122945ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T04:00:03.566Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:00:03.566Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T04:00:03.566Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 26779.
[NX Daemon Server] - 2024-10-08T04:00:03.566Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T04:00:29.878Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T04:00:30.219Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T04:00:30.219Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T04:00:30.219Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:00:30.219Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 76988.
[NX Daemon Server] - 2024-10-08T04:00:30.507Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:00:30.508Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:00:30.515Z - Time taken for 'total for creating and serializing project graph' 0.5772079997695982ms
[NX Daemon Server] - 2024-10-08T04:00:30.842Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:00:30.842Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:00:30.843Z - Time taken for 'total for creating and serializing project graph' 0.26091700000688434ms
[NX Daemon Server] - 2024-10-08T04:01:09.799Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:01:09.800Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 39292.
[NX Daemon Server] - 2024-10-08T04:01:10.128Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:01:10.129Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:01:10.130Z - Time taken for 'total for creating and serializing project graph' 0.6632920000702143ms
[NX Daemon Server] - 2024-10-08T04:01:49.266Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:01:49.266Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 78424.
[NX Daemon Server] - 2024-10-08T04:01:49.739Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:01:49.739Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 39610.
[NX Daemon Server] - 2024-10-08T04:01:49.921Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:01:49.921Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:01:49.922Z - Time taken for 'total for creating and serializing project graph' 0.2520829997956753ms
[NX Daemon Server] - 2024-10-08T04:01:50.066Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:01:50.067Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:01:50.068Z - Time taken for 'total for creating and serializing project graph' 0.745749999769032ms
[NX Daemon Server] - 2024-10-08T04:02:29.746Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:02:29.746Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 39679.
[NX Daemon Server] - 2024-10-08T04:02:30.119Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:02:30.119Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:02:30.120Z - Time taken for 'total for creating and serializing project graph' 0.2599160000681877ms
[NX Daemon Server] - 2024-10-08T04:03:11.268Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:03:11.269Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 81348.
[NX Daemon Server] - 2024-10-08T04:03:11.931Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:03:11.932Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:03:11.932Z - Time taken for 'total for creating and serializing project graph' 0.517915999982506ms
[NX Daemon Server] - 2024-10-08T04:03:12.539Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:03:12.539Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 42420.
[NX Daemon Server] - 2024-10-08T04:03:12.861Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:03:12.861Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:03:12.862Z - Time taken for 'total for creating and serializing project graph' 0.5265839998610318ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T04:03:42.452Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:03:42.452Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T04:03:42.452Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 29591.
[NX Daemon Server] - 2024-10-08T04:03:42.453Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T04:04:10.573Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T04:04:10.885Z - Established a connection. Number of open connections: 17
[NX Daemon Server] - 2024-10-08T04:04:10.885Z - Closed a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T04:04:11.180Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:04:11.181Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:04:11.182Z - Time taken for 'total for creating and serializing project graph' 0.5241669998504221ms
[NX Daemon Server] - 2024-10-08T04:04:32.498Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:04:32.498Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 80566.
[NX Daemon Server] - 2024-10-08T04:04:33.219Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:04:33.219Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:04:33.220Z - Time taken for 'total for creating and serializing project graph' 0.3072080002166331ms
[NX Daemon Server] - 2024-10-08T04:04:51.961Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:04:51.961Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 40780.
[NX Daemon Server] - 2024-10-08T04:04:52.282Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:04:52.283Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:04:52.283Z - Time taken for 'total for creating and serializing project graph' 0.24537499994039536ms
[NX Daemon Server] - 2024-10-08T04:05:31.516Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:05:31.517Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 39234.
[NX Daemon Server] - 2024-10-08T04:05:31.863Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:05:31.863Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:05:31.864Z - Time taken for 'total for creating and serializing project graph' 0.5039169997908175ms
[NX Daemon Server] - 2024-10-08T04:05:52.084Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:05:52.084Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 78865.
[NX Daemon Server] - 2024-10-08T04:05:52.702Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:05:52.703Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:05:52.703Z - Time taken for 'total for creating and serializing project graph' 0.30433399975299835ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T04:06:04.080Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:06:04.080Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T04:06:04.080Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 32217.
[NX Daemon Server] - 2024-10-08T04:06:04.080Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T04:06:30.576Z - Established a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T04:06:30.929Z - Established a connection. Number of open connections: 17
[NX Daemon Server] - 2024-10-08T04:06:30.929Z - Closed a connection. Number of open connections: 16
[NX Daemon Server] - 2024-10-08T04:06:31.242Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T04:06:31.242Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T04:06:31.243Z - Time taken for 'total for creating and serializing project graph' 0.25166699988767505ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T04:07:08.568Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T04:07:08.568Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T04:07:08.568Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 37326.
[NX Daemon Server] - 2024-10-08T04:07:08.568Z - Closed a connection. Number of open connections: 15
[NX Daemon Server] - 2024-10-08T04:07:09.651Z - Done responding to the client project-graph
